Product,Description,MedDRA Preferred Terms
stonyfield farm yo baby yogurt banana, Milk/Butter/Dried Milk Prod,"WHEEZING, URTICARIA"
stonyfield organic frozen yogurt, Milk/Butter/Dried Milk Prod,BLOOD ARSENIC INCREASED
stonyfield organic reduced fat milk, Milk/Butter/Dried Milk Prod,NAUSEA
stonyfield usda organic greek vanilla bean whole milk yogurt, Milk/Butter/Dried Milk Prod,DIARRHOEA
stonyfield vanilla soy yogurt, Milk/Butter/Dried Milk Prod,"VOMITING, NAUSEA"
stonyfield whole milk organic, Milk/Butter/Dried Milk Prod,"DYSPEPSIA, APPETITE DISORDER, ANXIETY"
stonyfield yogurtblueberrylow fat, Milk/Butter/Dried Milk Prod,"PHARYNGITIS, LYMPHADENOPATHY, HYPERSENSITIVITY, EMERGENCY CARE EXAMINATION"
stop  shop  small raw shrimp frozen farm raised, Fishery/Seafood Prod,"PARAESTHESIA, NEUROPATHY PERIPHERAL, MYALGIA, MUSCLE TWITCHING, INSOMNIA, BURNING SENSATION"
stop  shop all purple white potatoes us 1, Vegetables/Vegetable Products,"Throat irritation, Poisoning, Oral discomfort"
stop  shop fruit bars frozen coconut fruit and dairy bars, Fruit/Fruit Prod,BURNING SENSATION
stop  shop gourmet oatmeal raisin cookie, Bakery Prod/Dough/Mix/Icing,"VOMITING, THROAT TIGHTNESS, SWELLING, OROPHARYNGEAL PAIN, NAUSEA, MALAISE, LOCAL SWELLING, HYPERSENSITIVITY"
stop  shop party peanuts with sea salt, Nuts/Edible Seed,"Vomiting, Pyrexia, Pain, Feeling of body temperature change, Diarrhoea, Cold sweat, Chills"
stop  shop seltzer, Soft Drink/Water,"TOOTHACHE, TOOTH DISCOLOURATION, PAIN IN JAW, HEART RATE INCREASED, HEADACHE, BRUXISM"
stop  shop strawberry kiwi drink, Soft Drink/Water,"THROAT IRRITATION, PRURITUS"
stop  shop wheat sandwich bread, Bakery Prod/Dough/Mix/Icing,"NAUSEA, HEADACHE, ABDOMINAL PAIN, NAUSEA, HEADACHE, ABDOMINAL PAIN"
stop  shop yellow popcorn kernels, Whole Grain/Milled Grain Prod/Starch,"MUCOUS STOOLS, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL DISTENSION"
stop and save crunchy corn squares, Cereal Prep/Breakfast Food,"VOMITING, SWELLING, RASH, HYPERSENSITIVITY, DIARRHOEA"
stop and shop 100 unsweetened grapefruit juice from concentrate, Fruit/Fruit Prod,"PAIN, INFLUENZA LIKE ILLNESS, HEADACHE, BODY TEMPERATURE INCREASED"
stop and shop 100 whole wheat bread no salt added, Bakery Prod/Dough/Mix/Icing,DIARRHOEA
stop and shop 12 apple lattice pie, Bakery Prod/Dough/Mix/Icing,ABDOMINAL PAIN
stop and shop acadia natural spring water, Soft Drink/Water,"NAUSEA, DIZZINESS, DISORIENTATION, ASTHENIA, NAUSEA, DIZZINESS, DISORIENTATION, ASTHENIA"
stop and shop baby arugula blend contains baby spinach, Vegetables/Vegetable Products,GASTROINTESTINAL PAIN
stop and shop cashew halfs lightly salted, Nuts/Edible Seed,"NAUSEA, MYALGIA, DIARRHOEA, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
stop and shop chocolate and vanilla flavored pudding snacks, Bakery Prod/Dough/Mix/Icing,"VOMITING, NAUSEA, COLD SWEAT, ABDOMINAL PAIN"
stop and shop chocolate chip waffles, Bakery Prod/Dough/Mix/Icing,ORAL DISCOMFORT
stop and shop chunk pineapple pieces in syrup, Fruit/Fruit Prod,"VOMITING, ABDOMINAL PAIN"
stop and shop citrus pops, Snack Food Item,"URTICARIA, SWELLING"
stop and shop cut and peeled raw baby carrots, Vegetables/Vegetable Products,"VOMITING, DIARRHOEA, ABDOMINAL PAIN"
stop and shop egg substitutes, Egg/Egg Prod,"VOMITING, URTICARIA, SWELLING, RASH, PHARYNGEAL OEDEMA, HYPERSENSITIVITY, DIARRHOEA"
stop and shop frozen home style waffles, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, DIARRHOEA, ABDOMINAL PAIN, VOMITING, DIARRHOEA, ABDOMINAL PAIN"
stop and shop ground cinnamon powder," Spices, Flavors And Salts","RENAL FAILURE, LYMPHATIC DISORDER, BLOOD CREATINE INCREASED"
stop and shop jelly bean eggs, Candy W/O Choc/Special/Chew Gum,"VOMITING, NAUSEA"
stop and shop lactose free fat free milk, Milk/Butter/Dried Milk Prod,"DIZZINESS, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN, DIZZINESS, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
stop and shop low fat milk 1 vitamin a and d fortified, Milk/Butter/Dried Milk Prod,DIARRHOEA
stop and shop manderain oranges in light syrup, Fruit/Fruit Prod,"MALAISE, DIARRHOEA"
stop and shop mini chocolate chip cookies, Bakery Prod/Dough/Mix/Icing,BURNING SENSATION
stop and shop mini corn muffins, Bakery Prod/Dough/Mix/Icing,"THROAT IRRITATION, SNEEZING, RASH, PRURITUS, COUGH"
stop and shop mocha cappuccino muffin, Bakery Prod/Dough/Mix/Icing,NAUSEA
stop and shop peas and carrots, Vegetables/Vegetable Products,TOOTHACHE
stop and shop pistachio muffins, Bakery Prod/Dough/Mix/Icing,"VOMITING, MALAISE"
stop and shop ricotta, Cheese/Cheese Prod,TOOTH INJURY
stop and shop rocky road chocolate cream cake, Bakery Prod/Dough/Mix/Icing,NAUSEA
stop and shop super chunky peanut butter, Nuts/Edible Seed,"NAUSEA, DIARRHOEA"
stop and shop tater bites potato puffs, Vegetables/Vegetable Products,"TOOTHACHE, TENDERNESS"
stop and shop tomato juice, Vegetables/Vegetable Products,NAUSEA
stop and shop tomato paste, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, SINUS DISORDER, INFECTION, HYPERSENSITIVITY, EAR INJURY"
stop and shop watermelon, Fruit/Fruit Prod,VOMITING
stop and shop white granulated sugar, Food Sweeteners (Nutritive),"VOMITING, NAUSEA, HOSPITALISATION, DIARRHOEA, ABDOMINAL PAIN"
stopshop ice cream sandwich, Ice Cream Prod,LACERATION
storck werthers original sugar free caramel coffee hard candy, Candy W/O Choc/Special/Chew Gum,DIARRHOEA
store label apple pie, Bakery Prod/Dough/Mix/Icing,NAUSEA
stouffers 5 cheese lasagna, Mult Food Dinner/Grav/Sauce/Special,TOOTH INJURY
stouffers beef lasagna, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, PAIN, NAUSEA, FATIGUE, DIARRHOEA, CHILLS, ASTHENIA, ABDOMINAL PAIN, VOMITING, PAIN, NAUSEA, FATIGUE, DIARRHOEA, CHILLS, ASTHENIA, ABDOMINAL PAIN"
stouffers cheddar potatos and broccolli, Vegetables/Vegetable Products,"DIARRHOEA, ABNORMAL LOSS OF WEIGHT, ABDOMINAL DISTENSION"
stouffers easy express chicken alfredo, Macaroni/Noodle Prod,"GINGIVAL BLEEDING, GINGIVAL BLEEDING, GINGIVAL BLEEDING"
stouffers family size salisbury steak," Meat, Meat Products and Poultry",ABDOMINAL DISCOMFORT
stouffers five cheese lasagna, Macaroni/Noodle Prod,"NAUSEA, DIARRHOEA, NAUSEA, DIARRHOEA"
stouffers french bread pizza pepperoni," Meat, Meat Products and Poultry","VOMITING, TREMOR, NAUSEA, DIARRHOEA, DEHYDRATION"
stouffers frozen vegetable lasagna, Mult Food Dinner/Grav/Sauce/Special,"NAUSEA, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, CHILLS, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN, NAUSEA, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, CHILLS, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
stouffers italiano lasagna, Mult Food Dinner/Grav/Sauce/Special,"VOMITING, TENDERNESS, PAIN, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, FATIGUE, DIARRHOEA, DIARRHOEA, CHILLS, ASTHENIA, ABDOMINAL PAIN, VOMITING, TENDERNESS, PAIN, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, FATIGUE, DIARRHOEA, DIARRHOEA, CHILLS, ASTHENIA, ABDOMINAL PAIN, VOMITING, TENDERNESS, PAIN, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, FATIGUE, DIARRHOEA, DIARRHOEA, CHILLS, ASTHENIA, ABDOMINAL PAIN, VOMITING, TENDERNESS, PAIN, NAUSEA, HEADACHE, FEELING OF BODY TEMPERATURE CHANGE, FATIGUE, DIARRHOEA, DIARRHOEA, CHILLS, ASTHENIA, ABDOMINAL PAIN"
stouffers lasagna complete meal, Mult Food Dinner/Grav/Sauce/Special,"REGURGITATION OF FOOD, LACERATION, DIARRHOEA, SPLINTER, LACERATION, LACERATION, DIARRHOEA, CHAPPED LIPS"
stouffers lasagna dinner, Mult Food Dinner/Grav/Sauce/Special,VOMITING
stouffers lean cuisine 3 cheese stuffed rigatoni, Mult Food Dinner/Grav/Sauce/Special,NAUSEA
stouffers lean cuisine herb roasted chicken entree, Mult Food Dinner/Grav/Sauce/Special,TOOTH EROSION
stouffers lean cuisine stuffed cabbage, Vegetables/Vegetable Products,"HYPERSENSITIVITY, ASTHMA"
stouffers meatsauce lasagna, Macaroni/Noodle Prod,"VOMITING, FOOD POISONING, DIARRHOEA, ABDOMINAL PAIN UPPER, VOMITING, FOOD POISONING, DIARRHOEA, ABDOMINAL PAIN UPPER, VOMITING, FOOD POISONING, DIARRHOEA, ABDOMINAL PAIN UPPER, VOMITING, FOOD POISONING, DIARRHOEA, ABDOMINAL PAIN UPPER"
stouffers pizza, Cheese/Cheese Prod,ANAPHYLACTIC SHOCK
stouffers vegetable lasagna, Mult Food Dinner/Grav/Sauce/Special,"FOOD POISONING, FLATULENCE, DIARRHOEA, ACTIVITIES OF DAILY LIVING IMPAIRED, ABDOMINAL PAIN, ABDOMINAL DISTENSION, MALAISE, ABDOMINAL PAIN"
stovit fruta plum butter jam, Fruit/Fruit Prod,TOOTH DISORDER
straus family creamery whole milk, Milk/Butter/Dried Milk Prod,Diarrhoea
straus whole milk, Milk/Butter/Dried Milk Prod,Diarrhoea
strawberries, Fruit/Fruit Prod,"GASTROENTERITIS SALMONELLA, DIARRHOEA, BODY TEMPERATURE INCREASED, VOMITING, DIARRHOEA, ABDOMINAL PAIN, DIARRHOEA, ABDOMINAL PAIN UPPER, VOMITING, HYPERSENSITIVITY, URTICARIA, HEADACHE, BURNING SENSATION"
strawberry flavored ice cream, Ice Cream Prod,Abdominal pain upper
strawberry meal replacement, Dietary Conventional Foods/Meal Replacements,ANAEMIA
streitts passover egg matzos, Bakery Prod/Dough/Mix/Icing,"PHARYNGITIS, MALAISE, EAR PAIN"
stride, Candy W/O Choc/Special/Chew Gum,"HAEMORRHAGE, DIARRHOEA"
stride cinnamon gum, Candy W/O Choc/Special/Chew Gum,"ULCER, GLOSSODYNIA"
stride gum, Candy W/O Choc/Special/Chew Gum,"HYPERSENSITIVITY, TONGUE ULCERATION, SWOLLEN TONGUE, PAIN, BURNING SENSATION"
string beans, Vegetables/Vegetable Products,"NAUSEA, BLOOD DISORDER, ABDOMINAL DISCOMFORT"
stroehmann dutch county potato bread, Bakery Prod/Dough/Mix/Icing,"VOMITING, NAUSEA, DIARRHOEA"
stuffed shrimp, Fishery/Seafood Prod,"VOMITING, NAUSEA, GASTROENTERITIS VIBRIO, DIARRHOEA, ABDOMINAL PAIN"
sturm foods mccanns instant irish oatmeal, Cereal Prep/Breakfast Food,ABDOMINAL PAIN
sublingual cranberry, Fruit/Fruit Prod,"MUSCLE SPASMS, FATIGUE, DELIRIUM, BLOOD CALCIUM INCREASED"
subway california seedless raisins, Fruit/Fruit Prod,"LETHARGY, FEELING OF BODY TEMPERATURE CHANGE, DECREASED APPETITE, BODY TEMPERATURE INCREASED, APPETITE DISORDER, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
subway chicken wrap sandwich, Mult Food Dinner/Grav/Sauce/Special,"SWELLING FACE, HYPERSENSITIVITY, ERYTHEMA, EMERGENCY CARE EXAMINATION, DYSPNOEA, BLOOD PRESSURE DECREASED"
subway chocolate cookies, Bakery Prod/Dough/Mix/Icing,"VOMITING, VOMITING"
subway light tuna in water skipjack, Fishery/Seafood Prod,"RASH GENERALISED, PALPITATIONS, HEART RATE ABNORMAL, FOOD POISONING, FLUSHING, DIZZINESS, CARDIAC FIBRILLATION, BURNING SENSATION"
subway pouch pack light tuna wild caught, Fishery/Seafood Prod,"VOMITING, THROAT IRRITATION, PRURITUS, PETECHIAE, NAUSEA, NAIL DISCOLOURATION, FOOD POISONING, ERYTHEMA"
subway restaurant spinach salad, Vegetables/Vegetable Products,"SYNCOPE, RECTAL HAEMORRHAGE, PALPITATIONS, NAUSEA, MALAISE, LOSS OF CONSCIOUSNESS, HYPERTENSION, HAEMORRHAGE, ESCHERICHIA INFECTION, DIZZINESS, DIARRHOEA HAEMORRHAGIC, DIARRHOEA, DEHYDRATION, BLOOD PRESSURE FLUCTUATION, BLOOD GLUCOSE DECREASED, BLOOD GLUCOSE ABNORMAL, ABDOMINAL PAIN"
subway turkey on wheat, Vegetables/Vegetable Products,"NAUSEA, MALAISE, LETHARGY"
subway veggie sandwich, Mult Food Dinner/Grav/Sauce/Special,"URTICARIA, SWELLING, RASH, HYPERSENSITIVITY, DIZZINESS"
success rice, Whole Grain/Milled Grain Prod/Starch,"VOMITING, VOMITING, GASTROINTESTINAL DISORDER, DIARRHOEA"
sucralose, Food Additives (Human Use),"DIARRHOEA, VOMITING, MUSCLE SPASMS, DIARRHOEA, ABDOMINAL DISTENSION, WOUND, TIC, SENSATION OF HEAVINESS, NIGHT BLINDNESS, MUSCULOSKELETAL STIFFNESS, MUSCLE FATIGUE, GAIT DISTURBANCE, FATIGUE, DYSGEUSIA, DYSARTHRIA, BURNING SENSATION, BLADDER DISORDER, BALANCE DISORDER, Food allergy, Withdrawal syndrome, Tinnitus, Nervous system disorder, Mood swings, Insomnia, Hyperacusis, Feeling abnormal, Eye pain, Circadian rhythm sleep disorder, Amnesia"
sucralose, Food Sweeteners (Nutritive),"VISUAL IMPAIRMENT, VISUAL ACUITY REDUCED, SINUS HEADACHE, PHOTOPHOBIA, NAUSEA, HEADACHE, VENTRICULAR HYPERTROPHY, RESPIRATORY TRACT CONGESTION, PULMONARY OEDEMA, HEPATOSPLENOMEGALY, DYSPEPSIA, DIZZINESS, CARDIOMEGALY, BLOOD CHOLESTEROL INCREASED, ARTERIOSCLEROSIS"
sucralose crystal light, Food Additives (Human Use),Migraine
sucralose diet pepsi, Food Additives (Human Use),Migraine
sucralose gatorade, Food Additives (Human Use),Migraine
sucralose in faygo, Food Additives (Human Use),"Pain, Malaise, Diarrhoea"
sucralose in orville redenbachers  smart pop kettlecorn, Food Additives (Human Use),"Headache, Dyspnoea, Dizziness, Blood pressure increased"
sucralose or splenda, Food Additives (Human Use),FAECES PALE
sucrapure, Food Additives (Human Use),"PHOTOPHOBIA, PALPITATIONS, HEART RATE IRREGULAR, HEADACHE, ANXIETY"
sucrose, Food Additives (Human Use),"SPINAL FRACTURE, PATHOLOGICAL FRACTURE, OSTEOPOROSIS, FOLLICULITIS, BODY HEIGHT DECREASED, ALOPECIA"
sue bee natural clover honey, Food Sweeteners (Nutritive),"VOMITING, MALAISE, MALAISE, VOMITING, MALAISE, MALAISE"
sugar, Food Sweeteners (Nutritive),"VOMITING, NAUSEA, HYPERHIDROSIS, ORAL DISCOMFORT, HYPERSENSITIVITY, DYSPEPSIA, BURNING SENSATION, BURNING SENSATION, BLISTER, BLISTER, DIARRHOEA, VOMITING, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, HYPERHIDROSIS, HEADACHE, DIARRHOEA, ABDOMINAL PAIN UPPER, NAUSEA"
sugar foods mini twist pretzels, Snack Food Item,"SKIN DISORDER, BLISTER, ANAPHYLACTIC SHOCK"
sugar free blue raspberry syrup for snowcones slushes and ice pops, Food Additives (Human Use),VOMITING
sugar free candy, Candy W/O Choc/Special/Chew Gum,Blood glucose increased
sugar free cookies, Bakery Prod/Dough/Mix/Icing,"Malaise, Burning sensation"
sugar free french vanilla liquid coffee creamer, Milk/Butter/Dried Milk Prod,"VISION BLURRED, TENDERNESS, PAIN, MUSCULOSKELETAL DISCOMFORT, LETHARGY, EYE IRRITATION, DRUG TOXICITY, DIZZINESS, DISORIENTATION"
sugar free fruit chews, Candy W/O Choc/Special/Chew Gum,"DISCOMFORT, DIARRHOEA"
sugar free gummy worms, Candy W/O Choc/Special/Chew Gum,"VOMITING, HYPERSENSITIVITY, DIARRHOEA, ABDOMINAL DISTENSION, HYPERSENSITIVITY, DIARRHOEA, ABDOMINAL DISTENSION"
sugar free mango freeze, Fruit/Fruit Prod,"WEIGHT INCREASED, BLOOD CHOLESTEROL INCREASED"
sugar free meal bars, Food Additives (Human Use),"WEIGHT INCREASED, WALKING AID USER, VISUAL FIELD DEFECT, VISION BLURRED, THROAT IRRITATION, SOMNOLENCE, SIMPLE PARTIAL SEIZURES, PRURITUS, PHYSICAL EXAMINATION, OEDEMA PERIPHERAL, NAUSEA, MEMORY IMPAIRMENT, HYPERSOMNIA, HYPERHIDROSIS, HYPERHIDROSIS, HEADACHE, HEADACHE, HAIR TEXTURE ABNORMAL, FLUID RETENTION, FEELING HOT, FATIGUE, DYSPNOEA, DRY SKIN, DIZZINESS, DEPRESSION, DEPRESSED MOOD, CONFUSIONAL STATE, ABDOMINAL PAIN"
sugar free orange jello, Gelatin/Rennet/Pudding Mix/Pie Filling,"NERVOUSNESS, MOOD SWINGS, INSOMNIA, DYSPEPSIA"
sugar pie pumkin, Bakery Prod/Dough/Mix/Icing,SWELLING
sugar pie pumpkin, Bakery Prod/Dough/Mix/Icing,"SWOLLEN TONGUE, SWELLING, RESPIRATORY TRACT OEDEMA, PRURITUS, LIP SWELLING, DYSPNOEA, ANAPHYLACTIC REACTION"
sugar twin spoonable white saccharin, Food Additives (Human Use),NAUSEA
sugarfree honey flavored syrup, Food Sweeteners (Nutritive),"Diarrhoea, Diarrhoea"
sugarfree jelly beans, Candy W/O Choc/Special/Chew Gum,"Diarrhoea, Diarrhoea"
suiza dairy light milk, Milk/Butter/Dried Milk Prod,"Nausea, Diarrhoea"
suja organic cold pressed juice carrot apple celery cucumber beets and lemon, Vegetables/Vegetable Products,"HEADACHE, ABDOMINAL PAIN"
sula classic chocolate toffees, Choc/Cocoa Prod,"NAUSEA, DIARRHOEA, NAUSEA, DIARRHOEA"
sula sugarfree chocolate toffee, Choc/Cocoa Prod,"VOMITING, NAUSEA, DIARRHOEA, VOMITING, NAUSEA, DIARRHOEA"
sultan extra virgin olive oil, Vegetable Oils,"ABDOMINAL DISCOMFORT, ABDOMINAL DISCOMFORT, ABDOMINAL DISCOMFORT, ABDOMINAL DISCOMFORT"
summer flame 29 peaches, Fruit/Fruit Prod,"NAUSEA, DIARRHOEA, ABDOMINAL PAIN, ABDOMINAL PAIN"
summer house springs natural spring water, Soft Drink/Water,"VOMITING, PHYSICAL EXAMINATION, NAUSEA, DIARRHOEA, ABDOMINAL PAIN UPPER"
summer rose21 drink mix flavors cosmopolitan cocktail and margarita, Beverage Bases/Conc/Nectar,DYSPNOEA
summer surf lemon drink  naturally flavored, Soft Drink/Water,"VOMITING, NAUSEA, MALAISE, DIARRHOEA"
summertime blueberry granola, Cereal Prep/Breakfast Food,HYPERSENSITIVITY
sun butter organic sunflower spread, Nuts/Edible Seed,"VOMITING, SWELLING, GASTRIC DISORDER, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN, ABDOMINAL DISTENSION, ABDOMINAL DISCOMFORT"
sun chips cheddar cheese chips100 cal pack, Snack Food Item,"VOMITING, NAUSEA, HYPERHIDROSIS"
sun drop diet citrus soda, Soft Drink/Water,"PHARYNGITIS, HEADACHE"
sun gold caffeine free sweetened tea, Coffee/Tea,"VOMITING, SYNCOPE, DIARRHOEA, DEHYDRATION, ABDOMINAL PAIN UPPER"
sun green croquero rolls, Bakery Prod/Dough/Mix/Icing,"SALIVARY HYPERSECRETION, SALIVARY GLAND DISORDER, PHARYNGITIS, NAUSEA, HYPERSENSITIVITY, DYSPNOEA"
sun lee jasmine rice, Whole Grain/Milled Grain Prod/Starch,"ABDOMINAL PAIN UPPER, DIARRHOEA, ABDOMINAL PAIN UPPER"
sun lee jasmine rice  milagrosa, Whole Grain/Milled Grain Prod/Starch,"VOMITING, NAUSEA, GASTRIC DISORDER, DIARRHOEA, CONSTIPATION, ABDOMINAL PAIN, NAUSEA, GASTRIC DISORDER, DIARRHOEA, CONSTIPATION, ABDOMINAL PAIN"
sun luck chinese style five spice," Spices, Flavors And Salts","PARAESTHESIA, HEADACHE"
sun luck chow mein noodles, Macaroni/Noodle Prod,"Throat irritation, Retching, Headache, Glossodynia, Dysgeusia"
sun maid california pitted prunes, Fruit/Fruit Prod,Contusion
sun maid cinnamon swirl raisin bread, Bakery Prod/Dough/Mix/Icing,TOOTHACHE
sun maid natural california raisins, Fruit/Fruit Prod,"DIARRHOEA, DIARRHOEA, DIARRHOEA"
sun maid raisins, Fruit/Fruit Prod,"DYSGEUSIA, ABDOMINAL PAIN UPPER, VOMITING, NAUSEA, DIZZINESS"
sun maid raisins california sun dried raisins, Fruit/Fruit Prod,"DYSPEPSIA, DYSPEPSIA"
sun maid sun maid raisins, Fruit/Fruit Prod,"VOMITING, NAUSEA, DIARRHOEA, CHILLS, BODY TEMPERATURE INCREASED"
sun of italy clam sauce, Fishery/Seafood Prod,"TREMOR, TREMOR, HYPERSENSITIVITY, HEADACHE"
sun pacific navel oranges, Fruit/Fruit Prod,DIARRHOEA
sun sweet grower inc prune juice with pulp, Fruit/Fruit Prod,"VOMITING, NAUSEA, DIZZINESS"
sun tree raw pine nuts, Nuts/Edible Seed,DYSGEUSIA
sunbeam enriched white bread, Bakery Prod/Dough/Mix/Icing,CHEST PAIN
sunbeam thin sliced bread, Bakery Prod/Dough/Mix/Icing,"FOOD POISONING, FOOD POISONING, FOOD POISONING, FOOD POISONING"
sunbelle berries black and blue berries, Fruit/Fruit Prod,"VOMITING, MUSCULOSKELETAL DISORDER, MALAISE, FATIGUE"
sunbelle blackberries fresh, Fruit/Fruit Prod,"MALAISE, DIARRHOEA"
sunbelt  darigold  see label remarks raisin date  almond granola cereal, Cereal Prep/Breakfast Food,"VOMITING, NAUSEA, LOSS OF CONSCIOUSNESS, DIZZINESS, DISORIENTATION, DIARRHOEA"
sunbelt bakery fruit and nuts whole grain granola cereal, Cereal Prep/Breakfast Food,"DIARRHOEA, ABDOMINAL PAIN"
sunbutter sunflower spread, Nuts/Edible Seed,"VOMITING, LETHARGY, DIARRHOEA, VOMITING, LETHARGY, DIARRHOEA"
sundae shoppe caramel core sundae cones, Ice Cream Prod,"SLUGGISHNESS, HEADACHE, GASTROINTESTINAL DISORDER, DYSGEUSIA, DIARRHOEA, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN, MALAISE, HEADACHE, DIARRHOEA, BODY TEMPERATURE INCREASED, MALAISE, HEADACHE, DIARRHOEA, BODY TEMPERATURE INCREASED"
sundae shoppe ice cream vanilla, Ice Cream Prod,"OESOPHAGEAL INJURY, LACERATION"
sundae shoppe triple chocolate sundae cones, Ice Cream Prod,"THROAT IRRITATION, BURNING SENSATION"
sundae shoppe vanilla ice cream bar, Ice Cream Prod,"Vomiting, Palpitations, Malaise, Dehydration, Decreased appetite"
sundate brand medjool dates, Fruit/Fruit Prod,"DIARRHOEA, ABDOMINAL PAIN"
sundate medjool dates, Fruit/Fruit Prod,"THROAT IRRITATION, ORAL DISCOMFORT, BURNING SENSATION"
sunday shop neapolitan ice cream, Ice Cream Prod,ABDOMINAL PAIN
sundried wraps, Bakery Prod/Dough/Mix/Icing,NAUSEA
sunflower kernels roasted salted, Nuts/Edible Seed,"TOOTH FRACTURE, PAIN"
sunflower oil, Vegetable Oils,"Hypersensitivity, Gastrointestinal pain, Gastrointestinal disorder"
sunflower seed oil, Vegetable Oils,"VISION BLURRED, HEADACHE, DIZZINESS, BLOOD PRESSURE INCREASED"
sunflower seeds no salt, Nuts/Edible Seed,"VOMITING, RECTAL HAEMORRHAGE, HAEMATOCHEZIA, DIARRHOEA, ABDOMINAL PAIN"
sunfood sachie inchie  organic protein powder, Dietary Conventional Foods/Meal Replacements,"VOMITING, NAUSEA, DIARRHOEA"
sunfoods superfoodsorganic sacha inchi powder, Vegetable Protein Prod,"VOMITING, RETCHING"
sungold tea, Coffee/Tea,"INFLUENZA LIKE ILLNESS, HEADACHE"
sunkist blanched whole almonds, Nuts/Edible Seed,"VOMITING, RIGORS, DIARRHOEA, ABDOMINAL PAIN"
sunkist brand almonds, Nuts/Edible Seed,"MALAISE, DIARRHOEA"
sunkist california pistachios, Nuts/Edible Seed,"PYREXIA, FEELING OF BODY TEMPERATURE CHANGE, DIARRHOEA, CHILLS, ABDOMINAL PAIN, NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
sunkist california pistachios dry roasted salted inshell, Nuts/Edible Seed,"VOMITING, NAUSEA, MALAISE, HEADACHE, HAEMATOCHEZIA, FATIGUE, DIARRHOEA, ABDOMINAL PAIN, NAUSEA, MALAISE, MALAISE, GASTROENTERITIS SALMONELLA, FEELING OF BODY TEMPERATURE CHANGE, ABDOMINAL PAIN, ABDOMINAL PAIN"
sunkist california sunkist pistachios salted in shell dry roasted, Nuts/Edible Seed,"DIARRHOEA, ABDOMINAL PAIN, DIARRHOEA, ABDOMINAL PAIN"
sunkist diet orange drink, Soft Drink/Water,"URTICARIA, SWELLING, PRURITUS GENERALISED, PRURITUS, OROPHARYNGEAL BLISTERING, LIP SWELLING, LIP BLISTER, HYPERSENSITIVITY"
sunkist diet orange soda, Soft Drink/Water,"CHOKING, MALAISE, MALAISE, DIARRHOEA, ABDOMINAL PAIN"
sunkist dry roasted and salted in the shell pistachios, Nuts/Edible Seed,"VOMITING, DIARRHOEA, BODY TEMPERATURE INCREASED, ABDOMINAL PAIN"
sunkist dry roasted and salted pistachios, Nuts/Edible Seed,"NAUSEA, MALAISE, DIARRHOEA, ABDOMINAL PAIN UPPER"
sunkist dry roasted california pistachios, Nuts/Edible Seed,"VOMITING, RETCHING"
sunkist dry roasted salted, Nuts/Edible Seed,"VOMITING, NAUSEA, MALAISE, DIARRHOEA, ABDOMINAL PAIN"
sunkist grapefruit, Fruit/Fruit Prod,"NAUSEA, MALAISE"
sunkist in shell roasted and salted pistachios, Nuts/Edible Seed,"VOMITING, NAUSEA, DIARRHOEA, ABDOMINAL PAIN"
sunkist navel orange size 72 24 count, Fruit/Fruit Prod,VOMITING
sunkist orange soda, Soft Drink/Water,"VOMITING, PYREXIA, NAUSEA, HEADACHE, FEELING ABNORMAL, DIARRHOEA, VOMITING, NAUSEA, HEADACHE, DIARRHOEA, BODY TEMPERATURE INCREASED, HEADACHE, VOMITING, PHARYNGITIS, NAUSEA, VOMITING, DIARRHOEA, NAUSEA, MALAISE, HEADACHE, FATIGUE, DIZZINESS, DIARRHOEA, ASTHENIA"
sunkist pistachio dry roasted, Nuts/Edible Seed,"MALAISE, ABDOMINAL PAIN UPPER, ABDOMINAL PAIN"
sunkist pistachio nuts, Nuts/Edible Seed,"VOMITING, DIARRHOEA, VOMITING, DIARRHOEA"
