Product,Description,MedDRA Preferred Terms
wen cleansing conditioner   fig, Cosmetics,"SKIN EXFOLIATION, SCAB, ALOPECIA"
wen cleansing conditioner  by chaz dean, Cosmetics,"ALOPECIA, ALOPECIA"
wen cleansing conditioner  cucumber, Cosmetics,ALOPECIA
wen cleansing conditioner  cucumber aloe, Cosmetics,"PRURITUS, ALOPECIA"
wen cleansing conditioner  italian fig, Cosmetics,"PRURITUS, ALOPECIA, ALOPECIA"
wen cleansing conditioner  lavender, Cosmetics,ALOPECIA
wen cleansing conditioner  vanilla mint, Cosmetics,ALOPECIA
wen cleansing conditioner 61 3, Cosmetics,"ALOPECIA, ALOPECIA"
wen cleansing conditioner almond mint, Cosmetics,"ALOPECIA, TRICHORRHEXIS, PRURITUS, INFLUENZA, ALOPECIA, WOUND, SWELLING, SKIN EXFOLIATION, SKIN EXFOLIATION, SKIN DISORDER, SKIN DISORDER, SCAB, PRURITUS, PAIN, LYMPHADENOPATHY, HAIR DISORDER, DRY SKIN, ALOPECIA, ALOPECIA"
wen cleansing conditioner by chaz dean, Cosmetics,"HAIR GROWTH ABNORMAL, HAIR DISORDER, ALOPECIA, HYPOTRICHOSIS, ALOPECIA"
wen cleansing conditioner fall series, Cosmetics,ALOPECIA
wen cleansing conditioner fig, Cosmetics,"PRURITUS, LOCALISED INFECTION, ALOPECIA, TRICHORRHEXIS, PRURITUS, ALOPECIA, PRURITUS, PRURITUS, ALOPECIA, ALOPECIA"
wen cleansing conditioner fig and tea tree scents, Cosmetics,"SKIN IRRITATION, RASH, HAIR GROWTH ABNORMAL, ALOPECIA, ALOPECIA"
wen cleansing conditioner fig scent, Cosmetics,"TRICHORRHEXIS, HYPOTRICHOSIS"
wen cleansing conditioner gardenia, Cosmetics,ALOPECIA
wen cleansing conditioner honey lilac, Cosmetics,"TRICHORRHEXIS, HAIR DISORDER, ALOPECIA, ALOPECIA"
wen cleansing conditioner kids apple, Cosmetics,Trichorrhexis
wen cleansing conditioner kit, Cosmetics,ALOPECIA
wen cleansing conditioner laven, Cosmetics,PRURITUS
wen cleansing conditioner lavendar, Cosmetics,"TRICHORRHEXIS, HAIR DISORDER, ALOPECIA, ALOPECIA"
wen cleansing conditioner lavender, Cosmetics,"HYPOTRICHOSIS, LOCALISED INFECTION, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA"
wen cleansing conditioner mint, Cosmetics,ALOPECIA
wen cleansing conditioner multiple varieties, Cosmetics,ALOPECIA
wen cleansing conditioner pomegranate, Cosmetics,"SKIN IRRITATION, SKIN IRRITATION, PRURITUS, EYE IRRITATION, ALOPECIA, TRICHORRHEXIS, HAIR DISORDER, ALOPECIA, ALOPECIA, ALOPECIA"
wen cleansing conditioner products, Cosmetics,"TRICHORRHEXIS, ALOPECIA, TRICHORRHEXIS, ALOPECIA"
wen cleansing conditioner pumpkin ginger formula, Cosmetics,TRICHORRHEXIS
wen cleansing conditioner six thirteen, Cosmetics,"TRICHORRHEXIS, HAIR DISORDER, ALOPECIA, ALOPECIA"
wen cleansing conditioner sweet almond, Cosmetics,"SCAB, PRURITUS, DRY SKIN, ALOPECIA, TRICHORRHEXIS, HAIR DISORDER, ALOPECIA, ALOPECIA, SKIN IRRITATION, PRURITUS, ALOPECIA, ALOPECIA, ALOPECIA"
wen cleansing conditioner sweet almond mint, Cosmetics,"ALOPECIA, LOCALISED INFECTION, ALOPECIA, ALOPECIA, ALOPECIA, HAIR TEXTURE ABNORMAL, DIFFUSE ALOPECIA, ALOPECIA AREATA, ALOPECIA, TRICHORRHEXIS, STRESS, ALOPECIA"
wen cleansing conditioner sweet almond mint and pomegranate, Cosmetics,"HYPOTRICHOSIS, ALOPECIA"
wen cleansing conditioner tea tree, Cosmetics,"ALOPECIA, Skin irritation, Pruritus, Pain of skin, Alopecia, Alopecia"
wen cleansing conditioner trio, Cosmetics,"PRURITUS, ALOPECIA"
wen cleansing conditioner ultra, Cosmetics,"SKIN DISORDER, SKIN DISORDER, PRURITUS, HAIR TEXTURE ABNORMAL, ALOPECIA, SKIN DISORDER, PRURITUS, HAIR TEXTURE ABNORMAL, ALOPECIA"
wen cleansing conditioner unknown, Cosmetics,"SKIN SENSITISATION, PARAESTHESIA, ALOPECIA, ALOPECIA"
wen cleansing conditioner various, Cosmetics,"TRICHORRHEXIS, HAIR TEXTURE ABNORMAL, ALOPECIA"
wen cleansing conditioner white pumpkin, Cosmetics,"SKIN HYPERTROPHY, SKIN DISORDER, ALOPECIA, ALOPECIA, ALOPECIA"
wen cleansing conditionerioner, Cosmetics,"SCAB, ALOPECIA"
wen cleansing conditioners, Cosmetics,"SECRETION DISCHARGE, RASH ERYTHEMATOUS, TRICHORRHEXIS, HAIR TEXTURE ABNORMAL, HAIR TEXTURE ABNORMAL, HAIR DISORDER, DISCOMFORT, ALOPECIA, ALOPECIA, ALOPECIA, PRURITUS, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA"
wen cleansing conditioning, Cosmetics,ALOPECIA
wen cleansing conditioning  cucumber, Cosmetics,"STRESS, RASH, PRURITUS, ALOPECIA"
wen cleansing conditioning  lavendar, Cosmetics,"STRESS, RASH, PRURITUS, ALOPECIA"
wen cleansing conditioning  pomagranite, Cosmetics,"STRESS, RASH, PRURITUS, ALOPECIA"
wen cleansing conditioning  sweet almond, Cosmetics,"STRESS, RASH, PRURITUS, ALOPECIA"
wen cleansing conditioning  threesixteen, Cosmetics,"STRESS, RASH, PRURITUS, ALOPECIA"
wen cleansing conditoner, Cosmetics,"ALOPECIA, Alopecia, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA"
wen cleansing condtioner sweet almond mint, Cosmetics,"HAIR TEXTURE ABNORMAL, HAIR TEXTURE ABNORMAL, HAIR TEXTURE ABNORMAL, HAIR DISORDER, ALOPECIA"
wen cleansing coniditonder, Cosmetics,"TRICHORRHEXIS, HAIR TEXTURE ABNORMAL, HAIR GROWTH ABNORMAL, ALOPECIA, ALOPECIA"
wen cleansing cream, Cosmetics,"ALOPECIA, ULCER, RASH PRURITIC, ALOPECIA"
wen cleansing cream sweet almond mint, Cosmetics,"RASH PRURITIC, HAIR TEXTURE ABNORMAL, ALOPECIA"
wen cleansing creme, Cosmetics,TRICHORRHEXIS
wen cleansing for hair lavender, Cosmetics,"PRURITUS, ALOPECIA"
wen cleansing hair conditioner, Cosmetics,"ALOPECIA, ALOPECIA, STRESS, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA"
wen cleansing hair conditioners, Cosmetics,"ANXIETY, ALOPECIA, ALOPECIA"
wen cleansing hair products, Cosmetics,"TRICHORRHEXIS, EMOTIONAL DISTRESS, ALOPECIA"
wen cleansing kit, Cosmetics,ALOPECIA
wen cleansing oil, Cosmetics,"TRICHORRHEXIS, SWELLING, SKIN DISORDER, PRURITUS, HAIR GROWTH ABNORMAL, HAIR DISORDER, ALOPECIA, ALOPECIA"
wen cleansing pomegranate or cranberry cleansing conditioner, Cosmetics,"PRURITUS, ALOPECIA, ALOPECIA, ACNE"
wen cleansing rinse, Cosmetics,"ALOPECIA, ALOPECIA, ALOPECIA"
wen cleansing set, Cosmetics,"SKIN IRRITATION, ALOPECIA"
wen cleansing shampoo, Cosmetics,"SWELLING, SKIN IRRITATION, PRURITUS, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, RASH, PRURITUS, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA"
wen cleansing shampoo and conditioner, Cosmetics,"RASH ERYTHEMATOUS, PRURITUS, PAIN, EXCORIATION, ALOPECIA, ALOPECIA"
wen cleansing sweet almond mint, Cosmetics,"SKIN IRRITATION, RASH, HAIR TEXTURE ABNORMAL, ALOPECIA"
wen cleansing sweet almond mintconditioner, Cosmetics,"PRURITUS, ALOPECIA, ALOPECIA, ACNE"
wen cleansing system shampoo lavendar scent, Cosmetics,ALOPECIA
wen cleansing treatment, Cosmetics,"PRURITUS, INFLAMMATION, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, Skin irritation, Scab, Rash, Pruritus, Alopecia"
wen cleasing and conditioner, Cosmetics,"HAIR DISORDER, ALOPECIA"
wen cleasing conditioner, Cosmetics,"PRURITUS, ALOPECIA, SEBORRHOEIC DERMATITIS"
wen cleasing conditioner 5 piece, Cosmetics,"RASH, PRURITUS, ALOPECIA, RASH, PRURITUS, ALOPECIA"
wen cleasing conditioner tea tree, Cosmetics,"ALOPECIA, ALOPECIA"
wen clensing conditioner, Cosmetics,"ALOPECIA, ALOPECIA, ALOPECIA, Weight increased, Skin ulcer, Rash, Gastrointestinal disorder, Alopecia"
wen clensing hair conditioner, Cosmetics,"ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA"
wen coconut lime detergent free shampoo, Cosmetics,"PRURITUS, ALOPECIA, ALOPECIA, ALOPECIA"
wen coconut mango cleanser, Cosmetics,"SKIN IRRITATION, PRURITUS"
wen coconut mango conditioner, Cosmetics,"SKIN IRRITATION, RASH, PRURITUS, INFLAMMATION, ALOPECIA, ALOPECIA"
wen condition shampoo, Cosmetics,"SKIN INFECTION, ALOPECIA"
wen conditioner, Cosmetics,"TRICHORRHEXIS, HYPOTRICHOSIS, TRICHORRHEXIS, ALOPECIA, SKIN EXFOLIATION, PRURITUS, CHEMICAL INJURY, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, RASH, PRURITUS, WOUND, ALOPECIA, TRICHORRHEXIS, SKIN EXFOLIATION, RASH, PRURITUS, ALOPECIA, ALOPECIA, ALOPECIA, TRICHORRHEXIS, HAIR TEXTURE ABNORMAL, BIOPSY SKIN ABNORMAL, ALOPECIA, SEBORRHOEA, PRURITUS, ALOPECIA, SKIN IRRITATION, ERYTHEMA, ALOPECIA, TRICHORRHEXIS, ALOPECIA, ALOPECIA, SKIN IRRITATION, SKIN EXFOLIATION, PRURITUS, HAEMORRHAGE, DRY SKIN, PRURITUS, FURUNCLE, DEPRESSION, ALOPECIA, ALOPECIA, ALOPECIA, Alopecia, Trichorrhexis, TRICHORRHEXIS, Rash, RASH, Hair texture abnormal, Alopecia, Trichorrhexis, Alopecia, Alopecia, Alopecia, Rash, Pruritus, Alopecia, Alopecia, Alopecia, Skin irritation, Alopecia"
wen conditioner and shampoo, Cosmetics,"ALOPECIA, ALOPECIA"
wen conditioner cleanser, Cosmetics,"TRICHORRHEXIS, ALOPECIA, RASH, ALOPECIA"
wen conditioner shampoo, Cosmetics,"PAIN, ALOPECIA, WOUND, PRURITUS, BLISTER, ALOPECIA, MUSCLE SPASMS, METAL POISONING, ASTHENIA, ABDOMINAL PAIN UPPER"
wen conditioners, Cosmetics,ALOPECIA
wen conditioniner lavender, Cosmetics,"ALOPECIA, ALOPECIA"
wen conditioning, Cosmetics,"ALOPECIA, ALOPECIA, ALOPECIA, PRURITUS, ERYTHEMA, ALOPECIA, ALOPECIA"
wen conditioning cleanser, Cosmetics,"WOUND, ALOPECIA, ALOPECIA, ALOPECIA, URTICARIA, PRURITUS, HYPERSENSITIVITY, ALOPECIA, RASH, ALOPECIA, ALOPECIA, HAIR GROWTH ABNORMAL, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, TRICHORRHEXIS, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, URTICARIA, SKIN EXFOLIATION, HAEMORRHAGE, Alopecia, Alopecia, Alopecia, Alopecia, Trichorrhexis, Seborrhoea, Rash, Alopecia"
wen conditioning cleanser lavender, Cosmetics,ALOPECIA
wen conditioning cleansers, Cosmetics,ALOPECIA
wen conditioning hair, Cosmetics,"ALOPECIA, ALOPECIA"
wen conditioning hair care, Cosmetics,"Alopecia, Alopecia"
wen conditioning hair cleanser pomegranate variety, Cosmetics,SKIN DISORDER
wen conditioning hair products, Cosmetics,"RASH, PRURITUS, ALOPECIA, ALOPECIA"
wen conditioning products, Cosmetics,ALOPECIA
wen conditioning shampoo, Cosmetics,"ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, LOCAL SWELLING, ALOPECIA, ALOPECIA, TRICHORRHEXIS, ALOPECIA, PRURITUS, ALOPECIA, ALOPECIA, ALOPECIA, WOUND, SKIN IRRITATION, PRURITUS, ALOPECIA, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA, ALOPECIA, SKIN IRRITATION, ERYTHEMA, PRURITUS, HYPERSENSITIVITY, ALOPECIA, ALOPECIA, SKIN IRRITATION, BURNING SENSATION, ALOPECIA, ALOPECIA, PRURITUS, HAIR TEXTURE ABNORMAL, ALOPECIA, Trichorrhexis, Alopecia"
wen conditioning shampoo lavender, Cosmetics,"HAIR GROWTH ABNORMAL, ALOPECIA"
wen conditioning shampoo sweet almond mint, Cosmetics,"Trichorrhexis, Pruritus, Alopecia, Alopecia, Alopecia"
wen conditioning shampoos, Cosmetics,"ALOPECIA, ALOPECIA"
wen conditioning treatment, Cosmetics,"SKIN DISORDER, PRURITUS, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA"
wen conditoning shampoo, Cosmetics,"Self esteem decreased, Alopecia, Alopecia"
wen condtioning, Cosmetics,"Trichorrhexis, Pruritus, Hair texture abnormal"
wen cool almond mint, Cosmetics,"PARAESTHESIA, ALOPECIA"
wen cranberry mint cleansing conditioner, Cosmetics,"HYPOTRICHOSIS, ALOPECIA, HYPOTRICHOSIS, ALOPECIA"
wen cream gel, Cosmetics,ALOPECIA
wen cucumber aloe, Cosmetics,"ALOPECIA, ALOPECIA, SKIN IRRITATION, DANDRUFF"
wen cucumber aloe cleansing conditioner, Cosmetics,"ALOPECIA, TRICHORRHEXIS, SKIN IRRITATION, SKIN EXFOLIATION, PRURITUS, ALOPECIA, PRURITUS, BURNING SENSATION, ALOPECIA, SELF ESTEEM DECREASED, HAIR TEXTURE ABNORMAL, HAIR GROWTH ABNORMAL, DEPRESSION, ALOPECIA, ALOPECIA, Alopecia, Lacrimation increased, Burning sensation, Alopecia, Alopecia, Trichorrhexis, Seborrhoea, Rash, Pruritus, Haemorrhage, Alopecia"
wen cucumber aloe shampoo, Cosmetics,"PRURITUS, ALOPECIA"
wen cucumber cleanser, Cosmetics,"SKIN IRRITATION, ALOPECIA"
wen cucumber conditioner, Cosmetics,"SEBORRHOEA, PRURITUS, ALOPECIA"
wen cucumber melon, Cosmetics,"RASH ERYTHEMATOUS, PARAESTHESIA, ALOPECIA"
wen daily cleansing sixthirteen, Cosmetics,ALOPECIA
wen daily cleansing treatment, Cosmetics,"WOUND, PRURITUS"
wen deep cleansing conditioner, Cosmetics,"TRICHORRHEXIS, RASH, ERYTHEMA, DRY SKIN"
wen deep conditioning cleanser, Cosmetics,"PRURITUS, BURNING SENSATION, ALOPECIA, ALOPECIA"
wen defining paste, Cosmetics,"TRICHORRHEXIS, ALOPECIA"
wen deluxe kit, Cosmetics,"ALOPECIA, ALOPECIA"
wen fall apple mango cucumber aloe, Cosmetics,"SELF ESTEEM DECREASED, ALOPECIA, ALOPECIA, ALOPECIA"
wen fall fresh apple cleansing conditioner, Cosmetics,"Alopecia, Alopecia"
wen fall ginger pumpkin, Cosmetics,ALOPECIA
wen fall ginger pumpkin cleansing conditioner, Cosmetics,"PRURITUS, PAIN, OCULAR HYPERAEMIA, ERYTHEMA, DRY SKIN, DRY SKIN, DERMATITIS CONTACT, BURNING SENSATION"
wen fall ginger pumpkin condition shampoo, Cosmetics,"THYROID DISORDER, DEPRESSION, ALOPECIA, PRURITUS, PRURITUS"
wen fall pumpkin cleansing condition, Cosmetics,"HAIR TEXTURE ABNORMAL, HAIR DISORDER, ALOPECIA, ALOPECIA"
wen fall tuscan pear, Cosmetics,"SKIN HAEMORRHAGE, SKIN EXFOLIATION, RASH ERYTHEMATOUS, PAIN, DRY SKIN, ALOPECIA, ALOPECIA"
wen fall tuscan pear cleansing, Cosmetics,"HAIR GROWTH ABNORMAL, ALOPECIA"
wen fig, Cosmetics,"TRICHORRHEXIS, PAIN OF SKIN, PAIN OF SKIN, LOCALISED INFECTION, ALOPECIA, ALOPECIA, PRURITUS, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, BIOPSY SKIN ABNORMAL, ALOPECIA SCARRING, ALOPECIA, Skin irritation, Pruritus, Dry skin, Alopecia"
wen fig cleanser, Cosmetics,RASH
wen fig cleansing conditioner, Cosmetics,"TRICHORRHEXIS, ALOPECIA, TRICHORRHEXIS, HORMONE LEVEL ABNORMAL, ERYTHEMA, ALOPECIA, RASH, ALOPECIA, ALOPECIA, ALOPECIA, WOUND, RASH, PAIN, FOREIGN BODY, ALOPECIA, CHEMICAL INJURY, ALOPECIA, TRICHORRHEXIS, ALOPECIA, ALOPECIA SCARRING, ALOPECIA, ALOPECIA, ALOPECIA, RASH, PRURITUS, HYPOTHYROIDISM, HAIR TEXTURE ABNORMAL, HAIR GROWTH ABNORMAL, ALOPECIA, ALOPECIA, WOUND, ALOPECIA, PRURITUS, BURNING SENSATION, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, SKIN IRRITATION, PRURITUS, HYPERSENSITIVITY, ERYTHEMA, DRY SKIN, TRICHORRHEXIS, ALOPECIA, ALOPECIA, SKIN IRRITATION, PRURITUS, HYPERSENSITIVITY, DRY SKIN, SKIN IRRITATION, PRURITUS, LOCAL SWELLING, ALOPECIA, RASH, PRURITUS, INFLAMMATION, TRICHORRHEXIS, ALOPECIA, ALOPECIA, Alopecia, Trichorrhexis, Skin irritation, Alopecia, Alopecia, Trichorrhexis, Hair texture abnormal, Alopecia, Trichorrhexis, Seborrhoea, Rash, Pruritus, Haemorrhage, Alopecia"
wen fig cleansing product, Cosmetics,"URTICARIA, RASH"
wen fig conditioning cleanser, Cosmetics,"WOUND DRAINAGE, TRICHORRHEXIS, TENDERNESS, SECRETION DISCHARGE, SCAB, PAIN, HAIR GROWTH ABNORMAL, BLISTER, ALOPECIA"
wen fig shampoo, Cosmetics,"TRICHORRHEXIS, RASH, PSORIASIS, PRURITUS, ALOPECIA"
wen fig styling cream, Cosmetics,"TRICHORRHEXIS, ALOPECIA, ALOPECIA"
wen fizz control, Cosmetics,"SKIN IRRITATION, SKIN IRRITATION, PRURITUS, EYE IRRITATION, ALOPECIA"
wen foam for sculpting, Cosmetics,ALOPECIA
wen fragrancefree cleansing conditioner, Cosmetics,"Alopecia, Alopecia, Trichorrhexis, Alopecia"
wen frizz control product, Cosmetics,"TRICHORRHEXIS, ALOPECIA, TRICHORRHEXIS, HAIR TEXTURE ABNORMAL, HAIR TEXTURE ABNORMAL"
wen full cleansing kit  conditioner, Cosmetics,"ALOPECIA, ALOPECIA"
wen full cleansing kit  shampoo, Cosmetics,"ALOPECIA, ALOPECIA"
wen gardenia cleansing conditioner, Cosmetics,"Burning sensation, Alopecia"
wen ginger pumpkin cleansing conditioner, Cosmetics,"HAIR GROWTH ABNORMAL, ALOPECIA, ALOPECIA, PRURITUS, ALOPECIA, ALOPECIA"
wen green tea conditioner, Cosmetics,"TRICHORRHEXIS, RASH, PRURITUS, ALOPECIA, ALOPECIA"
wen hair  products, Cosmetics,ALOPECIA
wen hair care, Cosmetics,"TRICHORRHEXIS, ERYTHEMA, ALOPECIA, STRESS, ALOPECIA, SWELLING, SKIN SENSITISATION, SKIN ODOUR ABNORMAL, SKIN IRRITATION, PRURITUS, HYPERSENSITIVITY, HYPERSENSITIVITY, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, TENDERNESS, RASH, ALOPECIA, RASH, PRURITUS, ALOPECIA, ALOPECIA, NIGHTMARE, FEAR, ALOPECIA, ALOPECIA, PRURITUS, ALOPECIA, ALOPECIA, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA, ALOPECIA, HYPERSENSITIVITY, CHEMICAL INJURY, ALOPECIA, SKIN IRRITATION, PRURITUS, ALOPECIA, ALOPECIA, SKIN IRRITATION, BURNING SENSATION, ALOPECIA, HAIR GROWTH ABNORMAL, ALOPECIA, SKIN IRRITATION, SKIN EXFOLIATION, TRICHORRHEXIS, SKIN DISCOLOURATION, ALOPECIA, SKIN EXFOLIATION, RASH, PRURITUS, ALOPECIA, ALOPECIA, SELF ESTEEM DECREASED, HAIR TEXTURE ABNORMAL, HAIR GROWTH ABNORMAL, ALOPECIA, ALOPECIA, ALOPECIA, TRICHORRHEXIS, PAIN OF SKIN, PAIN, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA, Alopecia, Alopecia, Alopecia, Alopecia, Alopecia, Alopecia"
wen hair care 69, Cosmetics,Alopecia
wen hair care almond mint, Cosmetics,"ALOPECIA, ALOPECIA"
wen hair care basic kit, Cosmetics,"ALOPECIA, STRESS, ALOPECIA, TRANSIENT ISCHAEMIC ATTACK, SEIZURE LIKE PHENOMENA, PRURITUS, MALAISE, FORMICATION, FIBROMYALGIA, DISCOMFORT, CONDITION AGGRAVATED, ALOPECIA"
wen hair care basic kit anti frizz styling cream nourishing moose, Cosmetics,"TRICHORRHEXIS, BURNING SENSATION, ALOPECIA"
wen hair care basic kitsweet almond mint cleaning conditioner, Cosmetics,"TRICHORRHEXIS, BURNING SENSATION, ALOPECIA"
wen hair care cleansing condition, Cosmetics,"SKIN IRRITATION, PRURITUS, PAIN, ERYTHEMA, WOUND, PSORIASIS, PRURITUS, ALOPECIA"
wen hair care cleansing conditioner, Cosmetics,"TRICHORRHEXIS, RASH, PRURITUS, HYPERSENSITIVITY, ALOPECIA"
wen hair care cucumber cleansing conditioner, Cosmetics,HYPOTRICHOSIS
wen hair care deluxe kit  sweet almond mint, Cosmetics,"SWELLING, SWELLING, RASH, HYPERSENSITIVITY, ALOPECIA, ALOPECIA, ACNE"
wen hair care fig and teatree, Cosmetics,ALOPECIA
wen hair care lavendar shampoo, Cosmetics,"TRICHORRHEXIS, ALOPECIA"
wen hair care lavender hair products, Cosmetics,"TRICHORRHEXIS, ALOPECIA"
wen hair care multiple products, Cosmetics,ALOPECIA
wen hair care pomegranate cleansing condition  remoisture hair treatment, Cosmetics,"TRICHORRHEXIS, ALOPECIA"
wen hair care producdts, Cosmetics,ALOPECIA
wen hair care product, Cosmetics,"RASH, HYPERSENSITIVITY, DYSPHAGIA, ALOPECIA, ALOPECIA, ALOPECIA, RASH, Skin irritation, Alopecia"
wen hair care product line, Cosmetics,"WOUND, ALOPECIA"
wen hair care productfig, Cosmetics,"ALOPECIA, ALOPECIA"
wen hair care products, Cosmetics,"ALOPECIA, HAIR TEXTURE ABNORMAL, HAIR TEXTURE ABNORMAL, ALOPECIA, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA, TRICHORRHEXIS, SEBORRHOEA, ALOPECIA, SWELLING FACE, SEBORRHOEIC DERMATITIS, RASH, PRURITUS, HYPOAESTHESIA ORAL, HYPERSENSITIVITY, EYE SWELLING, EYE IRRITATION, ERYTHEMA, DERMATITIS CONTACT, CHEMICAL INJURY, ALLERGY TO CHEMICALS, HYPERSENSITIVITY, ALOPECIA, EMOTIONAL DISTRESS, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, TRICHORRHEXIS, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, SKIN DISCOLOURATION, RASH, HYPERSENSITIVITY, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA, ALOPECIA, TRICHORRHEXIS, ALOPECIA, TRICHORRHEXIS, ALOPECIA, ALOPECIA, ALOPECIA, Alopecia, Alopecia, Alopecia, Dry skin, Alopecia, Alopecia, Alopecia, Alopecia"
wen hair care products 0 2, Cosmetics,"SWELLING, ALOPECIA, ALOPECIA"
wen hair care shampoo and conditioner, Cosmetics,"HYPOTRICHOSIS, ALOPECIA, ALOPECIA, SKIN IRRITATION, SKIN DISCOLOURATION, RASH, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA"
wen hair care system, Cosmetics,"PRURITUS, ALOPECIA, ULCER, SCRATCH, INJURY, ALOPECIA, ALOPECIA, ACNE, ALOPECIA, ALOPECIA, PRURITUS, BURNING SENSATION, ALOPECIA"
wen hair care the whole shampoo and conditioner, Cosmetics,"SKIN IRRITATION, DRY SKIN, DANDRUFF, ALOPECIA, ALOPECIA"
wen hair care ultra nourishing cleansing creme and replenishing treatment, Cosmetics,Alopecia
wen hair carelavender, Cosmetics,"ALOPECIA, ALOPECIA"
wen hair cleaner, Cosmetics,"LOCAL SWELLING, ALOPECIA"
wen hair cleanser, Cosmetics,"HAIR TEXTURE ABNORMAL, ALOPECIA, RASH ERYTHEMATOUS, PRURITUS, ALOPECIA, SCAB, HAIR DISORDER, ALOPECIA, ALOPECIA, SKIN IRRITATION, DRY SKIN, ALOPECIA, ALOPECIA, TRICHORRHEXIS, SKIN IRRITATION, HAIR TEXTURE ABNORMAL, HAEMORRHAGE, ALOPECIA, SCAB, RASH, PRURITUS, DISCOMFORT, ALOPECIA, ALOPECIA, Alopecia"
wen hair cleanser sweet almond, Cosmetics,"SKIN IRRITATION, PRURITUS, PAIN, HYPERSENSITIVITY"
wen hair cleansing, Cosmetics,"STRESS, ALOPECIA, ALOPECIA, ALOPECIA"
wen hair cleansing condi tioner, Cosmetics,ALOPECIA
wen hair cleansing conditioner, Cosmetics,"ALOPECIA, RASH, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, URTICARIA, RASH, PRURITUS, ALOPECIA, Burning sensation, Alopecia"
wen hair cleansing products, Cosmetics,"TRICHORRHEXIS, ALOPECIA, ALOPECIA"
wen hair cleansing system, Cosmetics,"HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA, TRICHORRHEXIS, HAIR TEXTURE ABNORMAL, ALOPECIA, ALOPECIA"
wen hair conditioner, Cosmetics,"RASH, PRURITUS, DANDRUFF, ALOPECIA, TRICHORRHEXIS, ALOPECIA, STRESS, ALOPECIA, PRURITUS, TRICHORRHEXIS, PRURITUS, ALOPECIA, ALOPECIA, SECRETION DISCHARGE, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, ALOPECIA, WOUND, PRURITUS, ALOPECIA, PRURITUS, ALOPECIA, ALOPECIA, ALOPECIA, PRURITUS, ALOPECIA, WOUND, SKIN IRRITATION, SKIN EXFOLIATION, HAEMORRHAGE, ERYTHEMA, RASH, ALOPECIA, SKIN IRRITATION, PRURITUS, DANDRUFF, ALOPECIA, ALOPECIA, ALOPECIA, Pruritus, Alopecia"
wen hair conditioner in lemon, Cosmetics,"RASH, PRURITUS, BURNING SENSATION"
wen hair conditioner pomegranate, Cosmetics,Alopecia
wen hair conditioning, Cosmetics,ALOPECIA
wen hair conditioning cleanser, Cosmetics,"SKIN SENSITISATION, Alopecia, Alopecia, Alopecia"
wen hair conditioning shampoo, Cosmetics,"ALOPECIA, ALOPECIA"
wen hair cucumber aloe cleaning conditioner, Cosmetics,ALOPECIA
wen hair fig conditioner, Cosmetics,"SKIN IRRITATION, PRURITUS, ALOPECIA"
wen hair gloss, Cosmetics,"ALOPECIA, AGITATION"
wen hair lavender cleaning conditioner, Cosmetics,ALOPECIA
wen hair paste, Cosmetics,ALOPECIA
